country,capital,continent_id,country_iata,photo,description
Zimbabwe,Harare,5,HRE,https://cdn.pixabay.com/photo/2017/04/13/09/11/waterfall-2227010_1280.jpg,"Discover the ancient civilizations and stunning landscapes of Zimbabwe, with its majestic Victoria Falls, iconic Great Zimbabwe ruins, and diverse wildlife. Go on safari in Hwange National Park, cruise along Lake Kariba, and explore the vibrant city of Harare."
Fiji,Suva,6,SUV,https://cdn.pixabay.com/photo/2014/10/07/13/48/mountain-477832_1280.jpg,"Experience paradise on earth in Fiji, with its pristine beaches, crystal-clear waters, and lush tropical forests. Dive among vibrant coral reefs, relax in luxurious resorts, and immerse yourself in traditional Fijian culture."
Kiribati,Tarawa,6,TRW,https://cdn.pixabay.com/photo/2017/09/01/00/20/kiribati-2702712_1280.jpg,"Escape to the idyllic paradise of Kiribati, where remote atolls, pristine beaches, and crystal-clear lagoons await. Dive among colorful coral reefs, explore uninhabited islands, and experience authentic Pacific island life."
Marshall Islands,Majuro,6,MAJ,https://cdn.pixabay.com/photo/2017/08/29/19/48/international-2694656_1280.jpg,"Discover the natural beauty and unique culture of the Marshall Islands, with their stunning coral atolls, turquoise lagoons, and warm hospitality. Snorkel in vibrant marine reserves, learn about Marshallese history and traditions, and relax on secluded beaches."
Micronesia,Palikir,6,PNI,https://cdn.pixabay.com/photo/2015/04/03/06/06/dolphin-704686_1280.jpg,"Experience the tranquil beauty and laid-back lifestyle of Micronesia, with its pristine coral reefs, lush rainforests, and welcoming locals. Dive among WWII wrecks, explore ancient ruins, and immerse yourself in traditional island culture."
Nauru,Yaren ,6,INU,https://cdn.pixabay.com/photo/2017/03/10/00/19/nauru-2131318_1280.jpg,"Escape to the serene paradise of Nauru, with its secluded beaches, turquoise waters, and friendly locals. Snorkel in pristine coral reefs, explore the island's unique phosphate history, and relax in peaceful surroundings."
New Zealand,Wellington,6,WLG,https://cdn.pixabay.com/photo/2013/03/04/20/59/valley-90388_1280.jpg,"Immerse yourself in the breathtaking natural beauty of New Zealand, where rugged mountains, pristine lakes, and lush forests await. Explore vibrant cities, indulge in world-class cuisine, and experience Maori culture and traditions."
Palau,Melekeok,6,ROR,https://cdn.pixabay.com/photo/2016/01/19/14/57/seaplane-1149100_1280.jpg,"Dive into the stunning underwater world of Palau, with its vibrant coral reefs, crystal-clear waters, and diverse marine life. Explore lush jungles, swim in hidden lagoons, and learn about Palauan culture and history."
Papua New Guinea,Port Moresby,6,POM,https://cdn.pixabay.com/photo/2014/02/09/01/37/people-262471_1280.jpg,"Experience the cultural melting pot of Papua New Guinea, where lush rainforests, towering mountains, and vibrant tribal cultures await. Discover ancient traditions, trek through remote wilderness, and dive among colorful coral reefs."
Samoa,Apia,6,APW,https://cdn.pixabay.com/photo/2013/11/19/09/35/glasses-213156_1280.jpg,"Unwind in the tranquil paradise of Samoa, with its pristine beaches, turquoise lagoons, and lush tropical landscapes. Explore traditional villages, swim in hidden waterfalls, and experience authentic Polynesian hospitality."
Solomon Islands,Honiara,6,HIR,https://cdn.pixabay.com/photo/2023/12/30/17/39/kombucha-8478515_1280.jpg,"Explore the unspoiled beauty of the Solomon Islands, with their pristine coral reefs, dense rainforests, and vibrant marine life. Dive among WWII wrecks, trek through jungle-clad mountains, and immerse yourself in Melanesian culture."
Tonga,Nukualofa,6,TBU,https://cdn.pixabay.com/photo/2017/08/30/13/13/tonga-2697039_1280.jpg,"Discover the laid-back charm of Tonga, with its pristine beaches, turquoise waters, and friendly locals. Swim with humpback whales, explore ancient archaeological sites, and relax in secluded island resorts."
Tuvalu,Funafuti,6,FUN,https://cdn.pixabay.com/photo/2014/07/04/17/26/sea-384055_1280.jpg,"Experience the untouched beauty of Tuvalu, with its remote atolls, crystal-clear waters, and stunning coral reefs. Dive among colorful marine life, relax on deserted beaches, and immerse yourself in Polynesian culture."
Vanuatu,Port Vila,6,VLI,https://cdn.pixabay.com/photo/2013/02/12/15/09/vanuatu-80771_1280.jpg,"Explore the volcanic landscapes and vibrant culture of Vanuatu, with its lush rainforests, cascading waterfalls, and active volcanoes. Dive in pristine coral reefs, hike to secluded villages, and experience traditional Melanesian rituals."
